date,open,high,low,close,volume,average,barCount
2022-12-21 08:00:00+00:00,33027.77,33027.77,33008.92,33008.92,-1.0,-1.0,-1
2022-12-21 08:01:00+00:00,33008.92,33015.415,33000.92,33002.89,-1.0,-1.0,-1
2022-12-21 08:02:00+00:00,33002.89,33011.015,33001.89,33009.46,-1.0,-1.0,-1
2022-12-21 08:03:00+00:00,33009.46,33010.965,33002.92,33007.49,-1.0,-1.0,-1
2022-12-21 08:04:00+00:00,33007.49,33008.99,33003.46,33006.01,-1.0,-1.0,-1
2022-12-21 08:05:00+00:00,33006.01,33013.465,33001.01,33005.99,-1.0,-1.0,-1
2022-12-21 08:06:00+00:00,33005.99,33006.99,32991.585,32992.59,-1.0,-1.0,-1
2022-12-21 08:07:00+00:00,32992.59,33005.59,32992.05,32995.05,-1.0,-1.0,-1
2022-12-21 08:08:00+00:00,32995.05,32999.665,32980.625,32982.8,-1.0,-1.0,-1
2022-12-21 08:09:00+00:00,32982.8,32982.805,32966.855,32968.95,-1.0,-1.0,-1
2022-12-21 08:10:00+00:00,32968.95,32968.95,32949.64,32950.64,-1.0,-1.0,-1
2022-12-21 08:11:00+00:00,32950.64,32963.58,32950.64,32962.5,-1.0,-1.0,-1
2022-12-21 08:12:00+00:00,32962.5,32966.54,32957.5,32962.48,-1.0,-1.0,-1
2022-12-21 08:13:00+00:00,32962.48,32964.555,32958.0,32964.01,-1.0,-1.0,-1
2022-12-21 08:14:00+00:00,32964.01,32975.38,32960.985,32973.86,-1.0,-1.0,-1
2022-12-21 08:15:00+00:00,32973.86,32989.77,32973.355,32983.24,-1.0,-1.0,-1
2022-12-21 08:16:00+00:00,32983.24,32988.785,32979.765,32980.77,-1.0,-1.0,-1
2022-12-21 08:17:00+00:00,32980.77,32981.77,32969.285,32971.32,-1.0,-1.0,-1
2022-12-21 08:18:00+00:00,32971.32,32976.325,32968.855,32973.36,-1.0,-1.0,-1
2022-12-21 08:19:00+00:00,32973.36,32980.805,32970.355,32972.82,-1.0,-1.0,-1
2022-12-21 08:20:00+00:00,32972.82,32976.33,32960.895,32962.44,-1.0,-1.0,-1
2022-12-21 08:21:00+00:00,32962.44,32968.45,32958.46,32968.45,-1.0,-1.0,-1
2022-12-21 08:22:00+00:00,32968.45,32975.4,32965.32,32965.32,-1.0,-1.0,-1
2022-12-21 08:23:00+00:00,32965.32,32978.325,32963.82,32971.31,-1.0,-1.0,-1
2022-12-21 08:24:00+00:00,32971.31,32983.74,32966.37,32983.24,-1.0,-1.0,-1
2022-12-21 08:25:00+00:00,32983.24,32992.22,32979.735,32990.66,-1.0,-1.0,-1
2022-12-21 08:26:00+00:00,32990.66,32999.165,32990.16,32991.61,-1.0,-1.0,-1
2022-12-21 08:27:00+00:00,32991.61,32994.63,32987.125,32990.69,-1.0,-1.0,-1
2022-12-21 08:28:00+00:00,32990.69,32994.145,32987.17,32989.17,-1.0,-1.0,-1
2022-12-21 08:29:00+00:00,32989.17,32990.175,32979.25,32984.25,-1.0,-1.0,-1
2022-12-21 08:30:00+00:00,32984.25,32985.25,32962.355,32962.86,-1.0,-1.0,-1
2022-12-21 08:31:00+00:00,32962.86,32969.36,32961.355,32968.86,-1.0,-1.0,-1
2022-12-21 08:32:00+00:00,32968.86,32979.43,32965.925,32969.43,-1.0,-1.0,-1
2022-12-21 08:33:00+00:00,32969.43,32975.395,32968.425,32973.39,-1.0,-1.0,-1
2022-12-21 08:34:00+00:00,32973.39,32975.875,32968.89,32974.89,-1.0,-1.0,-1
2022-12-21 08:35:00+00:00,32974.89,32977.895,32969.37,32974.87,-1.0,-1.0,-1
2022-12-21 08:36:00+00:00,32974.87,32974.875,32967.42,32971.44,-1.0,-1.0,-1
2022-12-21 08:37:00+00:00,32971.44,32981.805,32971.44,32981.8,-1.0,-1.0,-1
2022-12-21 08:38:00+00:00,32981.8,32990.7,32981.8,32989.2,-1.0,-1.0,-1
2022-12-21 08:39:00+00:00,32989.2,32995.145,32988.12,32994.64,-1.0,-1.0,-1
2022-12-21 08:40:00+00:00,32994.64,33004.09,32989.64,33003.05,-1.0,-1.0,-1
2022-12-21 08:41:00+00:00,33003.05,33005.515,32993.53,32995.11,-1.0,-1.0,-1
2022-12-21 08:42:00+00:00,32995.11,32997.61,32990.105,32994.14,-1.0,-1.0,-1
2022-12-21 08:43:00+00:00,32994.14,33002.055,32993.64,33001.05,-1.0,-1.0,-1
2022-12-21 08:44:00+00:00,33001.05,33007.0,33001.05,33002.0,-1.0,-1.0,-1
2022-12-21 08:45:00+00:00,33002.0,33004.0,32998.535,33001.04,-1.0,-1.0,-1
2022-12-21 08:46:00+00:00,33001.04,33007.535,33001.035,33006.03,-1.0,-1.0,-1
2022-12-21 08:47:00+00:00,33006.03,33011.035,32999.965,33000.47,-1.0,-1.0,-1
2022-12-21 08:48:00+00:00,33000.47,33009.59,32999.085,33009.59,-1.0,-1.0,-1
2022-12-21 08:49:00+00:00,33009.59,33011.985,33005.965,33011.02,-1.0,-1.0,-1
2022-12-21 08:50:00+00:00,33011.02,33013.97,33007.465,33008.5,-1.0,-1.0,-1
2022-12-21 08:51:00+00:00,33008.5,33028.88,33008.0,33023.88,-1.0,-1.0,-1
2022-12-21 08:52:00+00:00,33023.88,33032.765,33023.76,33032.26,-1.0,-1.0,-1
2022-12-21 08:53:00+00:00,33032.26,33034.72,33028.73,33032.72,-1.0,-1.0,-1
2022-12-21 08:54:00+00:00,33032.72,33036.695,33031.69,33033.7,-1.0,-1.0,-1
2022-12-21 08:55:00+00:00,33033.7,33037.665,33028.73,33029.72,-1.0,-1.0,-1
2022-12-21 08:56:00+00:00,33029.72,33034.68,33025.26,33034.18,-1.0,-1.0,-1
2022-12-21 08:57:00+00:00,33034.18,33037.285,33030.78,33030.79,-1.0,-1.0,-1
2022-12-21 08:58:00+00:00,33030.79,33040.24,33026.285,33039.74,-1.0,-1.0,-1
2022-12-21 08:59:00+00:00,33039.74,33043.24,33033.73,33033.73,-1.0,-1.0,-1
2022-12-21 09:00:00+00:00,33033.73,33046.175,33033.73,33041.71,-1.0,-1.0,-1
2022-12-21 09:01:00+00:00,33041.71,33047.215,33035.26,33035.76,-1.0,-1.0,-1
2022-12-21 09:02:00+00:00,33035.76,33049.645,33031.285,33049.02,-1.0,-1.0,-1
2022-12-21 09:03:00+00:00,33049.02,33053.52,33041.5,33042.6,-1.0,-1.0,-1
2022-12-21 09:04:00+00:00,33042.6,33060.425,33039.1,33056.92,-1.0,-1.0,-1
2022-12-21 09:05:00+00:00,33056.92,33069.38,33055.92,33069.38,-1.0,-1.0,-1
2022-12-21 09:06:00+00:00,33069.38,33069.38,33063.35,33065.81,-1.0,-1.0,-1
2022-12-21 09:07:00+00:00,33065.81,33069.34,33059.825,33069.34,-1.0,-1.0,-1
2022-12-21 09:08:00+00:00,33069.34,33069.34,33062.835,33063.84,-1.0,-1.0,-1
2022-12-21 09:09:00+00:00,33063.84,33067.84,33062.37,33062.87,-1.0,-1.0,-1
2022-12-21 09:10:00+00:00,33062.87,33069.34,33060.32,33062.37,-1.0,-1.0,-1
2022-12-21 09:11:00+00:00,33062.37,33067.325,33060.89,33067.32,-1.0,-1.0,-1
2022-12-21 09:12:00+00:00,33067.32,33072.305,33063.265,33065.77,-1.0,-1.0,-1
2022-12-21 09:13:00+00:00,33065.77,33069.31,33059.835,33065.34,-1.0,-1.0,-1
2022-12-21 09:14:00+00:00,33065.34,33072.305,33064.335,33072.28,-1.0,-1.0,-1
2022-12-21 09:15:00+00:00,33072.28,33078.715,33069.765,33078.21,-1.0,-1.0,-1
2022-12-21 09:16:00+00:00,33078.21,33082.665,33073.195,33079.19,-1.0,-1.0,-1
2022-12-21 09:17:00+00:00,33079.19,33087.15,33078.19,33085.65,-1.0,-1.0,-1
2022-12-21 09:18:00+00:00,33085.65,33086.165,33080.16,33086.16,-1.0,-1.0,-1
2022-12-21 09:19:00+00:00,33086.16,33090.13,33082.6,33086.11,-1.0,-1.0,-1
2022-12-21 09:20:00+00:00,33086.11,33100.06,33085.105,33098.48,-1.0,-1.0,-1
2022-12-21 09:21:00+00:00,33098.48,33105.965,33095.48,33103.93,-1.0,-1.0,-1
2022-12-21 09:22:00+00:00,33103.93,33104.43,33096.48,33099.98,-1.0,-1.0,-1
2022-12-21 09:23:00+00:00,33099.98,33100.985,33095.0,33095.0,-1.0,-1.0,-1
2022-12-21 09:24:00+00:00,33095.0,33096.04,33091.01,33094.55,-1.0,-1.0,-1
2022-12-21 09:25:00+00:00,33094.55,33100.0,33092.55,33098.99,-1.0,-1.0,-1
2022-12-21 09:26:00+00:00,33098.99,33100.0,33096.48,33097.99,-1.0,-1.0,-1
2022-12-21 09:27:00+00:00,33097.99,33107.945,33097.485,33106.94,-1.0,-1.0,-1
2022-12-21 09:28:00+00:00,33106.94,33107.9,33099.395,33099.98,-1.0,-1.0,-1
2022-12-21 09:29:00+00:00,33099.98,33107.415,33098.98,33105.91,-1.0,-1.0,-1
2022-12-21 09:30:00+00:00,33105.91,33107.415,33101.895,33104.4,-1.0,-1.0,-1
2022-12-21 09:31:00+00:00,33104.4,33112.86,33102.895,33111.86,-1.0,-1.0,-1
2022-12-21 09:32:00+00:00,33111.86,33116.915,33106.41,33106.41,-1.0,-1.0,-1
2022-12-21 09:33:00+00:00,33106.41,33114.36,33105.92,33114.36,-1.0,-1.0,-1
2022-12-21 09:34:00+00:00,33114.36,33116.825,33105.39,33106.36,-1.0,-1.0,-1
2022-12-21 09:35:00+00:00,33106.36,33112.925,33098.985,33101.99,-1.0,-1.0,-1
2022-12-21 09:36:00+00:00,33101.99,33101.99,33092.05,33092.05,-1.0,-1.0,-1
2022-12-21 09:37:00+00:00,33092.05,33093.075,33088.075,33089.58,-1.0,-1.0,-1
2022-12-21 09:38:00+00:00,33089.58,33089.58,33083.625,33084.63,-1.0,-1.0,-1
2022-12-21 09:39:00+00:00,33084.63,33091.625,33084.625,33088.58,-1.0,-1.0,-1
2022-12-21 09:40:00+00:00,33088.58,33108.965,33088.575,33105.4,-1.0,-1.0,-1
2022-12-21 09:41:00+00:00,33105.4,33109.425,33098.42,33099.99,-1.0,-1.0,-1
2022-12-21 09:42:00+00:00,33099.99,33103.47,33097.465,33097.47,-1.0,-1.0,-1
2022-12-21 09:43:00+00:00,33097.47,33097.97,33085.575,33089.07,-1.0,-1.0,-1
2022-12-21 09:44:00+00:00,33089.07,33090.09,33081.12,33083.62,-1.0,-1.0,-1
2022-12-21 09:45:00+00:00,33083.62,33083.65,33075.71,33077.71,-1.0,-1.0,-1
2022-12-21 09:46:00+00:00,33077.71,33091.105,33077.21,33091.1,-1.0,-1.0,-1
2022-12-21 09:47:00+00:00,33091.1,33093.605,33087.6,33089.57,-1.0,-1.0,-1
2022-12-21 09:48:00+00:00,33089.57,33094.06,33088.07,33092.56,-1.0,-1.0,-1
2022-12-21 09:49:00+00:00,33092.56,33094.06,33086.085,33088.59,-1.0,-1.0,-1
2022-12-21 09:50:00+00:00,33088.59,33098.5,33088.585,33097.0,-1.0,-1.0,-1
2022-12-21 09:51:00+00:00,33097.0,33108.9,33096.5,33108.34,-1.0,-1.0,-1
2022-12-21 09:52:00+00:00,33108.34,33108.34,33095.87,33096.37,-1.0,-1.0,-1
2022-12-21 09:53:00+00:00,33096.37,33101.93,33096.37,33100.42,-1.0,-1.0,-1
2022-12-21 09:54:00+00:00,33100.42,33108.375,33100.42,33108.37,-1.0,-1.0,-1
2022-12-21 09:55:00+00:00,33108.37,33111.31,33104.825,33110.81,-1.0,-1.0,-1
