time,price,size
2022-12-28 08:00:00+00:00,3841.615,0.0
2022-12-28 08:00:00+00:00,3841.49,0.0
2022-12-28 08:00:01+00:00,3840.865,0.0
2022-12-28 08:00:01+00:00,3840.615,0.0
2022-12-28 08:00:02+00:00,3840.865,0.0
2022-12-28 08:00:02+00:00,3840.615,0.0
2022-12-28 08:00:03+00:00,3840.865,0.0
2022-12-28 08:00:03+00:00,3840.365,0.0
2022-12-28 08:00:04+00:00,3840.49,0.0
2022-12-28 08:00:04+00:00,3840.865,0.0
2022-12-28 08:00:05+00:00,3840.99,0.0
2022-12-28 08:00:06+00:00,3840.865,0.0
2022-12-28 08:00:06+00:00,3841.365,0.0
2022-12-28 08:00:07+00:00,3841.115,0.0
2022-12-28 08:00:07+00:00,3841.365,0.0
2022-12-28 08:00:08+00:00,3841.24,0.0
2022-12-28 08:00:08+00:00,3841.365,0.0
2022-12-28 08:00:09+00:00,3841.615,0.0
2022-12-28 08:00:11+00:00,3841.365,0.0
2022-12-28 08:00:11+00:00,3841.115,0.0
2022-12-28 08:00:12+00:00,3841.24,0.0
2022-12-28 08:00:12+00:00,3841.365,0.0
2022-12-28 08:00:13+00:00,3841.49,0.0
2022-12-28 08:00:13+00:00,3841.615,0.0
2022-12-28 08:00:14+00:00,3841.74,0.0
2022-12-28 08:00:15+00:00,3841.865,0.0
2022-12-28 08:00:16+00:00,3841.74,0.0
2022-12-28 08:00:17+00:00,3841.615,0.0
2022-12-28 08:00:18+00:00,3841.865,0.0
2022-12-28 08:00:19+00:00,3841.74,0.0
2022-12-28 08:00:20+00:00,3841.99,0.0
2022-12-28 08:00:20+00:00,3842.105,0.0
2022-12-28 08:00:21+00:00,3842.23,0.0
2022-12-28 08:00:22+00:00,3842.48,0.0
2022-12-28 08:00:22+00:00,3842.605,0.0
2022-12-28 08:00:23+00:00,3842.48,0.0
2022-12-28 08:00:23+00:00,3842.605,0.0
2022-12-28 08:00:24+00:00,3842.48,0.0
2022-12-28 08:00:24+00:00,3842.105,0.0
2022-12-28 08:00:25+00:00,3842.23,0.0
2022-12-28 08:00:25+00:00,3842.355,0.0
2022-12-28 08:00:27+00:00,3842.605,0.0
2022-12-28 08:00:28+00:00,3842.48,0.0
2022-12-28 08:00:29+00:00,3842.605,0.0
2022-12-28 08:00:29+00:00,3842.73,0.0
2022-12-28 08:00:30+00:00,3842.855,0.0
2022-12-28 08:00:30+00:00,3842.73,0.0
2022-12-28 08:00:31+00:00,3842.605,0.0
2022-12-28 08:00:32+00:00,3842.355,0.0
2022-12-28 08:00:32+00:00,3842.605,0.0
2022-12-28 08:00:33+00:00,3842.355,0.0
2022-12-28 08:00:33+00:00,3842.48,0.0
2022-12-28 08:00:34+00:00,3842.355,0.0
2022-12-28 08:00:34+00:00,3842.605,0.0
