date,open,high,low,close,volume,average,barCount
2022-12-22 08:00:00+00:00,3883.441,3884.68,3882.42,3883.775,-1.0,-1.0,-1
2022-12-22 08:01:00+00:00,3883.196,3884.18,3882.67,3883.516,-1.0,-1.0,-1
2022-12-22 08:02:00+00:00,3883.933,3884.68,3883.17,3884.22,-1.0,-1.0,-1
2022-12-22 08:03:00+00:00,3882.876,3884.42,3882.41,3883.201,-1.0,-1.0,-1
2022-12-22 08:04:00+00:00,3883.014,3883.93,3882.18,3883.31,-1.0,-1.0,-1
2022-12-22 08:05:00+00:00,3882.427,3882.94,3882.18,3882.727,-1.0,-1.0,-1
2022-12-22 08:06:00+00:00,3883.38,3884.43,3882.43,3883.671,-1.0,-1.0,-1
2022-12-22 08:07:00+00:00,3884.266,3885.17,3883.67,3884.562,-1.0,-1.0,-1
2022-12-22 08:08:00+00:00,3884.181,3884.92,3883.67,3884.481,-1.0,-1.0,-1
2022-12-22 08:09:00+00:00,3884.589,3885.67,3883.67,3884.868,-1.0,-1.0,-1
2022-12-22 08:10:00+00:00,3884.654,3885.66,3884.17,3884.971,-1.0,-1.0,-1
2022-12-22 08:11:00+00:00,3885.304,3885.91,3884.66,3885.588,-1.0,-1.0,-1
2022-12-22 08:12:00+00:00,3885.407,3886.16,3884.9,3885.698,-1.0,-1.0,-1
2022-12-22 08:13:00+00:00,3885.868,3887.09,3885.15,3886.161,-1.0,-1.0,-1
2022-12-22 08:14:00+00:00,3886.3,3886.9,3885.89,3886.596,-1.0,-1.0,-1
2022-12-22 08:15:00+00:00,3886.65,3887.9,3886.39,3886.948,-1.0,-1.0,-1
2022-12-22 08:16:00+00:00,3887.767,3888.89,3887.13,3888.042,-1.0,-1.0,-1
2022-12-22 08:17:00+00:00,3888.828,3889.88,3888.37,3889.103,-1.0,-1.0,-1
2022-12-22 08:18:00+00:00,3889.482,3890.12,3888.37,3889.744,-1.0,-1.0,-1
2022-12-22 08:19:00+00:00,3890.268,3891.12,3889.86,3890.573,-1.0,-1.0,-1
2022-12-22 08:20:00+00:00,3890.635,3891.62,3890.35,3890.925,-1.0,-1.0,-1
2022-12-22 08:21:00+00:00,3890.509,3891.36,3889.86,3890.801,-1.0,-1.0,-1
2022-12-22 08:22:00+00:00,3889.962,3890.87,3889.35,3890.246,-1.0,-1.0,-1
2022-12-22 08:23:00+00:00,3889.343,3890.36,3888.86,3889.597,-1.0,-1.0,-1
2022-12-22 08:24:00+00:00,3888.933,3889.87,3888.37,3889.208,-1.0,-1.0,-1
2022-12-22 08:25:00+00:00,3889.36,3890.12,3888.87,3889.639,-1.0,-1.0,-1
2022-12-22 08:26:00+00:00,3889.623,3890.62,3889.36,3889.898,-1.0,-1.0,-1
2022-12-22 08:27:00+00:00,3889.241,3890.12,3888.37,3889.503,-1.0,-1.0,-1
2022-12-22 08:28:00+00:00,3888.08,3888.88,3887.62,3888.367,-1.0,-1.0,-1
2022-12-22 08:29:00+00:00,3887.702,3888.63,3886.63,3888.01,-1.0,-1.0,-1
2022-12-22 08:30:00+00:00,3886.215,3887.39,3885.38,3886.511,-1.0,-1.0,-1
2022-12-22 08:31:00+00:00,3886.049,3887.4,3885.38,3886.354,-1.0,-1.0,-1
2022-12-22 08:32:00+00:00,3886.216,3886.66,3885.89,3886.541,-1.0,-1.0,-1
2022-12-22 08:33:00+00:00,3885.827,3886.41,3885.4,3886.139,-1.0,-1.0,-1
2022-12-22 08:34:00+00:00,3886.287,3886.66,3885.9,3886.583,-1.0,-1.0,-1
2022-12-22 08:35:00+00:00,3885.91,3886.65,3885.65,3886.181,-1.0,-1.0,-1
2022-12-22 08:36:00+00:00,3885.203,3886.16,3884.66,3885.495,-1.0,-1.0,-1
2022-12-22 08:37:00+00:00,3885.314,3885.92,3884.9,3885.618,-1.0,-1.0,-1
2022-12-22 08:38:00+00:00,3886.111,3886.67,3885.66,3886.398,-1.0,-1.0,-1
2022-12-22 08:39:00+00:00,3885.566,3886.41,3884.9,3885.87,-1.0,-1.0,-1
2022-12-22 08:40:00+00:00,3884.628,3885.42,3884.42,3884.912,-1.0,-1.0,-1
2022-12-22 08:41:00+00:00,3885.587,3886.17,3884.91,3885.883,-1.0,-1.0,-1
2022-12-22 08:42:00+00:00,3885.928,3886.65,3885.65,3886.199,-1.0,-1.0,-1
2022-12-22 08:43:00+00:00,3886.239,3886.66,3885.4,3886.531,-1.0,-1.0,-1
2022-12-22 08:44:00+00:00,3885.282,3886.16,3885.15,3885.612,-1.0,-1.0,-1
2022-12-22 08:45:00+00:00,3885.288,3885.92,3884.41,3885.626,-1.0,-1.0,-1
2022-12-22 08:46:00+00:00,3884.322,3885.68,3883.67,3884.613,-1.0,-1.0,-1
2022-12-22 08:47:00+00:00,3885.301,3886.18,3884.66,3885.593,-1.0,-1.0,-1
2022-12-22 08:48:00+00:00,3884.374,3885.18,3883.67,3884.674,-1.0,-1.0,-1
2022-12-22 08:49:00+00:00,3883.745,3884.44,3883.42,3884.054,-1.0,-1.0,-1
2022-12-22 08:50:00+00:00,3883.983,3884.94,3883.67,3884.263,-1.0,-1.0,-1
2022-12-22 08:51:00+00:00,3884.097,3884.93,3883.67,3884.368,-1.0,-1.0,-1
2022-12-22 08:52:00+00:00,3884.612,3885.18,3884.17,3884.887,-1.0,-1.0,-1
2022-12-22 08:53:00+00:00,3884.178,3884.92,3883.91,3884.457,-1.0,-1.0,-1
2022-12-22 08:54:00+00:00,3884.216,3884.92,3883.66,3884.499,-1.0,-1.0,-1
2022-12-22 08:55:00+00:00,3883.862,3884.42,3883.66,3884.128,-1.0,-1.0,-1
2022-12-22 08:56:00+00:00,3884.131,3884.67,3883.66,3884.395,-1.0,-1.0,-1
2022-12-22 08:57:00+00:00,3884.287,3884.92,3883.66,3884.541,-1.0,-1.0,-1
2022-12-22 08:58:00+00:00,3884.135,3885.17,3883.66,3884.456,-1.0,-1.0,-1
2022-12-22 08:59:00+00:00,3884.562,3885.17,3884.41,3884.874,-1.0,-1.0,-1
2022-12-22 09:00:00+00:00,3884.808,3885.42,3884.41,3885.091,-1.0,-1.0,-1
2022-12-22 09:01:00+00:00,3884.9,3885.42,3884.65,3885.217,-1.0,-1.0,-1
2022-12-22 09:02:00+00:00,3885.347,3885.91,3884.9,3885.647,-1.0,-1.0,-1
2022-12-22 09:03:00+00:00,3885.089,3885.91,3884.65,3885.368,-1.0,-1.0,-1
2022-12-22 09:04:00+00:00,3885.241,3885.91,3884.9,3885.549,-1.0,-1.0,-1
2022-12-22 09:05:00+00:00,3884.545,3885.17,3883.91,3884.807,-1.0,-1.0,-1
2022-12-22 09:06:00+00:00,3884.952,3885.66,3884.4,3885.227,-1.0,-1.0,-1
2022-12-22 09:07:00+00:00,3884.856,3885.41,3884.15,3885.127,-1.0,-1.0,-1
2022-12-22 09:08:00+00:00,3884.324,3884.92,3883.91,3884.62,-1.0,-1.0,-1
2022-12-22 09:09:00+00:00,3884.282,3884.92,3884.16,3884.562,-1.0,-1.0,-1
2022-12-22 09:10:00+00:00,3883.739,3884.42,3883.42,3884.03,-1.0,-1.0,-1
2022-12-22 09:11:00+00:00,3884.144,3884.67,3883.42,3884.411,-1.0,-1.0,-1
2022-12-22 09:12:00+00:00,3884.403,3884.92,3884.16,3884.695,-1.0,-1.0,-1
2022-12-22 09:13:00+00:00,3884.416,3884.92,3883.91,3884.682,-1.0,-1.0,-1
2022-12-22 09:14:00+00:00,3884.249,3884.67,3883.91,3884.545,-1.0,-1.0,-1
2022-12-22 09:15:00+00:00,3884.001,3884.42,3883.91,3884.284,-1.0,-1.0,-1
2022-12-22 09:16:00+00:00,3883.756,3884.43,3883.17,3884.014,-1.0,-1.0,-1
2022-12-22 09:17:00+00:00,3881.941,3883.43,3880.71,3882.224,-1.0,-1.0,-1
2022-12-22 09:18:00+00:00,3881.263,3881.95,3880.2,3881.572,-1.0,-1.0,-1
2022-12-22 09:19:00+00:00,3880.802,3881.71,3880.2,3881.081,-1.0,-1.0,-1
2022-12-22 09:20:00+00:00,3881.465,3881.96,3881.2,3881.798,-1.0,-1.0,-1
2022-12-22 09:21:00+00:00,3881.267,3881.95,3880.95,3881.546,-1.0,-1.0,-1
2022-12-22 09:22:00+00:00,3880.839,3881.71,3880.45,3881.139,-1.0,-1.0,-1
2022-12-22 09:23:00+00:00,3880.604,3881.21,3880.46,3880.858,-1.0,-1.0,-1
2022-12-22 09:24:00+00:00,3880.895,3881.46,3880.46,3881.204,-1.0,-1.0,-1
2022-12-22 09:25:00+00:00,3881.228,3881.96,3880.71,3881.528,-1.0,-1.0,-1
2022-12-22 09:26:00+00:00,3880.354,3881.21,3879.72,3880.663,-1.0,-1.0,-1
2022-12-22 09:27:00+00:00,3881.093,3881.71,3880.71,3881.368,-1.0,-1.0,-1
2022-12-22 09:28:00+00:00,3881.375,3881.95,3881.2,3881.683,-1.0,-1.0,-1
2022-12-22 09:29:00+00:00,3880.938,3881.46,3880.46,3881.222,-1.0,-1.0,-1
2022-12-22 09:30:00+00:00,3880.677,3881.21,3880.21,3880.989,-1.0,-1.0,-1
2022-12-22 09:31:00+00:00,3880.631,3881.21,3880.46,3880.893,-1.0,-1.0,-1
2022-12-22 09:32:00+00:00,3880.084,3880.96,3879.72,3880.397,-1.0,-1.0,-1
2022-12-22 09:33:00+00:00,3880.552,3881.21,3879.97,3880.856,-1.0,-1.0,-1
2022-12-22 09:34:00+00:00,3881.137,3881.95,3880.46,3881.441,-1.0,-1.0,-1
2022-12-22 09:35:00+00:00,3881.467,3882.2,3881.2,3881.742,-1.0,-1.0,-1
2022-12-22 09:36:00+00:00,3881.617,3882.2,3881.2,3881.917,-1.0,-1.0,-1
2022-12-22 09:37:00+00:00,3882.172,3882.95,3881.7,3882.476,-1.0,-1.0,-1
2022-12-22 09:38:00+00:00,3881.955,3882.45,3881.7,3882.255,-1.0,-1.0,-1
2022-12-22 09:39:00+00:00,3882.608,3882.95,3882.2,3882.875,-1.0,-1.0,-1
2022-12-22 09:40:00+00:00,3882.465,3883.19,3881.93,3882.74,-1.0,-1.0,-1
2022-12-22 09:41:00+00:00,3882.515,3882.94,3882.18,3882.84,-1.0,-1.0,-1
2022-12-22 09:42:00+00:00,3884.605,3886.16,3882.43,3884.901,-1.0,-1.0,-1
2022-12-22 09:43:00+00:00,3884.443,3885.65,3883.66,3884.763,-1.0,-1.0,-1
2022-12-22 09:44:00+00:00,3883.125,3884.18,3882.41,3883.454,-1.0,-1.0,-1
2022-12-22 09:45:00+00:00,3882.603,3884.18,3882.18,3882.899,-1.0,-1.0,-1
2022-12-22 09:46:00+00:00,3882.185,3882.94,3881.68,3882.46,-1.0,-1.0,-1
2022-12-22 09:47:00+00:00,3881.317,3882.45,3880.7,3881.584,-1.0,-1.0,-1
2022-12-22 09:48:00+00:00,3881.002,3881.71,3880.71,3881.281,-1.0,-1.0,-1
2022-12-22 09:49:00+00:00,3881.084,3881.71,3880.71,3881.347,-1.0,-1.0,-1
2022-12-22 09:50:00+00:00,3880.731,3881.71,3880.21,3881.035,-1.0,-1.0,-1
2022-12-22 09:51:00+00:00,3880.679,3881.46,3879.97,3881.033,-1.0,-1.0,-1
2022-12-22 09:52:00+00:00,3881.283,3881.96,3880.46,3881.545,-1.0,-1.0,-1
2022-12-22 09:53:00+00:00,3881.249,3881.95,3880.71,3881.537,-1.0,-1.0,-1
2022-12-22 09:54:00+00:00,3881.113,3881.95,3880.21,3881.425,-1.0,-1.0,-1
2022-12-22 09:55:00+00:00,3880.294,3881.7,3879.71,3880.59,-1.0,-1.0,-1
2022-12-22 09:56:00+00:00,3879.845,3880.47,3879.47,3880.153,-1.0,-1.0,-1
2022-12-22 09:57:00+00:00,3878.865,3879.97,3877.99,3879.136,-1.0,-1.0,-1
2022-12-22 09:58:00+00:00,3878.525,3879.24,3878.24,3878.808,-1.0,-1.0,-1
2022-12-22 09:59:00+00:00,3878.39,3878.99,3877.99,3878.678,-1.0,-1.0,-1
2022-12-22 10:00:00+00:00,3877.436,3878.74,3876.75,3877.736,-1.0,-1.0,-1
2022-12-22 10:01:00+00:00,3877.087,3878.0,3876.75,3877.387,-1.0,-1.0,-1
2022-12-22 10:02:00+00:00,3876.947,3877.51,3876.5,3877.222,-1.0,-1.0,-1
2022-12-22 10:03:00+00:00,3876.556,3877.76,3876.26,3876.864,-1.0,-1.0,-1
2022-12-22 10:04:00+00:00,3876.832,3877.51,3876.26,3877.124,-1.0,-1.0,-1
2022-12-22 10:05:00+00:00,3876.623,3877.51,3876.26,3876.923,-1.0,-1.0,-1
2022-12-22 10:06:00+00:00,3876.364,3877.01,3876.01,3876.643,-1.0,-1.0,-1
2022-12-22 10:07:00+00:00,3876.922,3877.51,3876.51,3877.243,-1.0,-1.0,-1
2022-12-22 10:08:00+00:00,3877.504,3878.0,3877.25,3877.812,-1.0,-1.0,-1
2022-12-22 10:09:00+00:00,3877.056,3877.74,3876.75,3877.327,-1.0,-1.0,-1
2022-12-22 10:10:00+00:00,3876.71,3877.26,3876.26,3876.981,-1.0,-1.0,-1
2022-12-22 10:11:00+00:00,3876.264,3876.76,3876.01,3876.535,-1.0,-1.0,-1
2022-12-22 10:12:00+00:00,3875.699,3876.51,3875.02,3875.927,-1.0,-1.0,-1
